ID;Gender;Ever_Married;Graduated;Profession;Spending_Score;Age_Category;Family_Size_Cat
463404;M;Yes;No;Doctor;High;Under 30;2 people
463406;M;No;No;Marketing;Low;Between 30 and 41;3 or 4 people
463409;F;Yes;No;Entertainment;Average;Between 30 and 41;5 or more people
463411;M;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
463420;F;Yes;Yes;Artist;High;Over 53;3 or 4 people
463423;M;Yes;No;Executive;Average;Over 53;3 or 4 people
463427;F;Yes;Yes;Engineer;Low;Under 30;2 people
463428;M;Yes;No;Executive;High;Under 30;5 or more people
463431;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
463437;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
463438;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
463443;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
463444;M;Yes;Yes;Lawyer;High;Over 53;2 people
463447;M;Yes;No;Engineer;Average;Over 53;2 people
463452;F;Yes;Yes;Lawyer;High;Over 53;2 people
463460;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
463461;M;No;No;Doctor;Low;Under 30;3 or 4 people
463462;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
463470;M;No;No;Healthcare;Low;Under 30;5 or more people
463472;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463473;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463475;F;Yes;Yes;Doctor;Low;Between 41 and 53;1 person
463477;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
463483;M;Yes;No;Executive;High;Under 30;2 people
463491;M;Yes;Yes;Doctor;Average;Under 30;3 or 4 people
463493;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
463499;M;Yes;Yes;Executive;Low;Between 41 and 53;2 people
463500;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
463503;M;Yes;Yes;Entertainment;Low;Under 30;2 people
463508;F;Yes;No;Artist;Low;Under 30;3 or 4 people
463509;M;No;No;Artist;Low;Between 30 and 41;1 person
463512;F;No;No;Engineer;Low;Between 30 and 41;3 or 4 people
463516;M;Yes;No;Executive;High;Between 41 and 53;5 or more people
463527;F;No;No;Artist;Low;Between 30 and 41;1 person
463528;M;Yes;No;Executive;High;Over 53;2 people
463529;M;No;Yes;Marketing;Low;Between 41 and 53;1 person
463533;F;Yes;Yes;Artist;High;Over 53;2 people
463537;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
463545;F;No;Yes;Doctor;Low;Between 30 and 41;2 people
463548;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463550;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463553;M;No;Yes;Artist;Low;Between 30 and 41;2 people
463554;F;No;No;Artist;Low;Between 41 and 53;1 person
463557;M;No;Yes;Doctor;Low;Under 30;3 or 4 people
463560;F;No;No;Healthcare;Low;Under 30;5 or more people
463561;F;No;Yes;Engineer;Low;Between 41 and 53;1 person
463566;F;Yes;Yes;Homemaker;Average;Between 30 and 41;3 or 4 people
463572;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
463577;F;Yes;Yes;Doctor;Average;Between 30 and 41;2 people
463586;F;No;No;Healthcare;Low;Under 30;5 or more people
463588;M;No;No;Healthcare;Low;Under 30;1 person
463598;F;Yes;No;Engineer;Low;Under 30;2 people
463601;F;No;No;Healthcare;Low;Under 30;5 or more people
463603;F;No;No;Entertainment;Low;Under 30;3 or 4 people
463605;F;No;No;Healthcare;Low;Under 30;5 or more people
463606;M;No;No;Marketing;Low;Under 30;3 or 4 people
463614;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463615;F;Yes;Yes;Artist;Average;Over 53;2 people
463616;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
463619;M;Yes;No;Executive;High;Over 53;2 people
463620;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463623;M;No;Yes;Doctor;Low;Under 30;3 or 4 people
463624;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
463628;F;No;Yes;Artist;Low;Under 30;1 person
463632;M;Yes;Yes;Artist;Average;Under 30;2 people
463638;F;Yes;No;Doctor;Average;Between 30 and 41;2 people
463639;M;No;No;Healthcare;Low;Between 30 and 41;5 or more people
463640;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
463644;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
463652;F;No;Yes;Artist;Low;Between 30 and 41;1 person
463654;F;No;No;Engineer;Low;Between 30 and 41;3 or 4 people
463655;M;Yes;Yes;Artist;Low;Between 41 and 53;2 people
463661;F;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
463663;F;No;Yes;;Low;Between 30 and 41;2 people
463664;F;No;No;Engineer;Low;Under 30;1 person
463665;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
463669;F;Yes;Yes;Marketing;High;Under 30;3 or 4 people
463670;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
463689;F;Yes;Yes;Doctor;Low;Between 30 and 41;2 people
463699;F;Yes;Yes;Marketing;Low;Between 30 and 41;3 or 4 people
463703;M;Yes;No;Executive;High;Over 53;3 or 4 people
463704;M;No;Yes;Artist;Low;Between 41 and 53;2 people
463707;F;No;No;Artist;Low;Between 30 and 41;1 person
463713;M;No;No;Engineer;Low;Under 30;3 or 4 people
463714;M;Yes;No;;Average;Over 53;2 people
463716;M;No;No;Doctor;Low;Under 30;3 or 4 people
463718;F;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
463722;M;Yes;Yes;Executive;High;Over 53;2 people
463724;M;No;No;Healthcare;Low;Under 30;5 or more people
463726;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463727;F;No;No;Doctor;Low;Under 30;5 or more people
463728;F;Yes;No;Doctor;Average;Under 30;5 or more people
463732;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463734;M;Yes;No;Executive;Average;Between 30 and 41;3 or 4 people
463741;M;Yes;Yes;Artist;High;Between 30 and 41;3 or 4 people
463745;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
463747;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
463748;M;No;No;Healthcare;Low;Under 30;3 or 4 people
463753;F;No;Yes;Healthcare;Low;Under 30;5 or more people
463756;M;Yes;No;Executive;Average;Over 53;2 people
463761;M;Yes;Yes;Artist;Average;Under 30;3 or 4 people
463764;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
463766;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
463767;M;Yes;Yes;Artist;Average;Under 30;2 people
463768;F;Yes;No;Engineer;Low;Between 30 and 41;1 person
463774;M;Yes;Yes;Healthcare;Average;Between 30 and 41;2 people
463776;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463782;F;No;Yes;Artist;Low;Under 30;1 person
463783;F;No;No;Healthcare;Low;Under 30;2 people
463784;F;No;No;Engineer;Low;Between 30 and 41;5 or more people
463785;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463786;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
463790;M;Yes;No;Executive;Low;Between 41 and 53;3 or 4 people
463792;F;No;No;Engineer;Low;Between 41 and 53;1 person
463794;F;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
463799;F;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
463800;F;No;Yes;Engineer;Low;Under 30;3 or 4 people
463804;M;Yes;Yes;Artist;Low;Over 53;1 person
463807;F;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
463811;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463814;F;No;No;Healthcare;Low;Under 30;3 or 4 people
463816;M;Yes;Yes;Healthcare;High;Between 41 and 53;3 or 4 people
463818;F;Yes;Yes;Artist;Low;Between 30 and 41;1 person
463819;M;Yes;;Artist;Low;Under 30;2 people
463821;M;Yes;Yes;Entertainment;Low;Under 30;2 people
463825;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
463827;F;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
463828;M;Yes;No;Engineer;Average;Between 30 and 41;2 people
463830;F;No;Yes;Engineer;Low;Under 30;3 or 4 people
463834;F;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
463835;M;No;No;Marketing;Low;Between 30 and 41;3 or 4 people
463842;F;Yes;Yes;Engineer;High;Between 41 and 53;3 or 4 people
463847;M;Yes;No;Artist;Average;Between 41 and 53;3 or 4 people
463856;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463857;M;Yes;No;Healthcare;High;Over 53;3 or 4 people
463859;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
463865;M;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
463877;M;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
463880;F;Yes;No;Engineer;Low;Between 30 and 41;3 or 4 people
463884;F;No;No;Artist;Low;Under 30;1 person
463891;M;Yes;Yes;Lawyer;Low;Over 53;1 person
463892;M;No;Yes;Artist;Low;Between 41 and 53;1 person
463904;M;Yes;Yes;Executive;Low;Over 53;1 person
463917;F;No;No;Healthcare;Low;Under 30;5 or more people
463923;F;No;No;Engineer;Low;Under 30;3 or 4 people
463924;F;No;Yes;Artist;Low;Between 30 and 41;1 person
463926;F;No;No;Engineer;Low;Under 30;5 or more people
463931;M;Yes;Yes;Entertainment;Average;Between 41 and 53;2 people
463932;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
463941;F;No;No;Artist;Low;Under 30;5 or more people
463943;M;No;Yes;Entertainment;Low;Over 53;2 people
463946;M;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
463948;M;Yes;No;Executive;High;Between 30 and 41;5 or more people
463951;M;Yes;No;Entertainment;Average;Between 41 and 53;3 or 4 people
463955;M;Yes;Yes;Artist;Low;Under 30;2 people
463958;F;No;No;Healthcare;Low;Under 30;5 or more people
463961;F;No;No;Engineer;Low;Under 30;3 or 4 people
463963;F;Yes;No;Engineer;High;Under 30;3 or 4 people
463966;F;No;Yes;Artist;Low;Under 30;1 person
463978;M;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
463980;F;No;Yes;Artist;Low;Under 30;5 or more people
463981;F;No;Yes;Artist;Low;Under 30;1 person
463983;F;Yes;No;Engineer;Average;Between 41 and 53;2 people
463986;F;No;Yes;Artist;Low;Under 30;3 or 4 people
463997;F;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
464000;F;No;No;Healthcare;Low;Under 30;5 or more people
464004;F;Yes;No;Marketing;Low;Between 30 and 41;5 or more people
464007;M;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
464009;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464010;M;No;No;Healthcare;Low;Under 30;3 or 4 people
464013;M;No;No;Healthcare;Low;Under 30;1 person
464016;F;;Yes;Entertainment;High;Under 30;1 person
464019;M;No;No;Artist;Low;Under 30;5 or more people
464021;F;No;No;Healthcare;Low;Under 30;5 or more people
464023;M;No;No;Healthcare;Low;Under 30;5 or more people
464030;M;No;No;Entertainment;Low;Under 30;3 or 4 people
464031;F;No;No;Healthcare;Low;Under 30;3 or 4 people
464032;M;No;No;Healthcare;Low;Under 30;3 or 4 people
464033;F;No;No;Healthcare;Low;Under 30;3 or 4 people
464039;M;No;Yes;Artist;Low;Between 30 and 41;2 people
464042;F;Yes;Yes;Artist;Low;Between 30 and 41;2 people
464046;M;No;Yes;Healthcare;Low;Between 30 and 41;1 person
464048;F;No;Yes;Homemaker;Low;Between 30 and 41;1 person
464049;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
464053;F;Yes;No;Entertainment;Low;Between 30 and 41;1 person
464054;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
464059;M;Yes;Yes;Artist;Low;Over 53;1 person
464063;F;No;Yes;Doctor;Low;Between 30 and 41;1 person
464066;F;No;Yes;Healthcare;Low;Under 30;3 or 4 people
464067;F;No;Yes;Entertainment;Low;Between 30 and 41;3 or 4 people
464068;M;Yes;No;Executive;High;Over 53;3 or 4 people
464071;M;Yes;Yes;Lawyer;High;Over 53;2 people
464072;M;Yes;Yes;Executive;Low;Over 53;2 people
464076;M;Yes;No;Lawyer;High;Over 53;2 people
464084;M;No;No;Healthcare;Low;Between 30 and 41;5 or more people
464087;F;No;No;Engineer;Low;Under 30;3 or 4 people
464089;F;Yes;Yes;Artist;High;Between 30 and 41;5 or more people
464096;F;No;No;Healthcare;Low;Under 30;5 or more people
464099;F;Yes;Yes;Artist;Average;Between 41 and 53;2 people
464103;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
464110;M;Yes;Yes;Doctor;High;Over 53;2 people
464112;M;No;Yes;Doctor;Low;Between 30 and 41;2 people
464115;F;No;Yes;Engineer;Low;Between 30 and 41;3 or 4 people
464118;M;No;Yes;Entertainment;Low;Between 30 and 41;2 people
464121;F;Yes;Yes;Engineer;Low;Over 53;1 person
464123;F;No;Yes;Artist;Low;Between 41 and 53;1 person
464127;F;No;Yes;Healthcare;Low;Between 30 and 41;5 or more people
464132;M;No;No;Entertainment;Low;Under 30;2 people
464137;F;Yes;No;Artist;High;Over 53;2 people
464139;F;No;No;Healthcare;Low;Under 30;1 person
464144;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464152;M;Yes;Yes;Artist;High;Between 30 and 41;3 or 4 people
464162;M;Yes;Yes;Lawyer;High;Over 53;2 people
464167;M;Yes;Yes;Executive;High;Between 41 and 53;3 or 4 people
464169;M;;No;Lawyer;High;Over 53;2 people
464172;M;Yes;Yes;Artist;High;Over 53;3 or 4 people
464173;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464175;F;No;No;Healthcare;Low;Between 30 and 41;2 people
464176;F;Yes;Yes;Artist;Low;Between 30 and 41;1 person
464179;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464180;F;Yes;No;Lawyer;High;Over 53;2 people
464182;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
464183;F;No;No;Artist;Low;Between 41 and 53;2 people
464185;M;Yes;Yes;Artist;High;Over 53;2 people
464195;M;No;Yes;Artist;Low;Under 30;1 person
464200;F;No;No;Healthcare;Low;Between 30 and 41;3 or 4 people
464202;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
464204;F;Yes;Yes;Artist;High;Between 30 and 41;2 people
464205;F;Yes;No;Entertainment;High;Over 53;2 people
464206;M;Yes;No;Entertainment;Low;Between 41 and 53;2 people
464211;M;Yes;Yes;Doctor;Average;Between 41 and 53;3 or 4 people
464212;F;Yes;Yes;Marketing;Average;Over 53;2 people
464216;M;Yes;Yes;Artist;High;Between 41 and 53;3 or 4 people
464217;F;No;No;Healthcare;Low;Under 30;3 or 4 people
464223;F;Yes;Yes;Artist;Low;Over 53;2 people
464226;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464231;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464232;M;Yes;No;Doctor;Low;Under 30;5 or more people
464246;F;Yes;Yes;Artist;Average;Over 53;2 people
464254;M;Yes;Yes;Entertainment;Average;Over 53;3 or 4 people
464255;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
464257;M;Yes;;Entertainment;High;Between 30 and 41;2 people
464265;M;Yes;Yes;Entertainment;Low;Over 53;2 people
464269;M;No;Yes;Entertainment;Low;Between 30 and 41;2 people
464270;F;No;Yes;Artist;Low;Between 41 and 53;1 person
464271;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
464274;F;Yes;Yes;Artist;Average;Over 53;5 or more people
464276;F;Yes;No;Marketing;High;Over 53;2 people
464283;M;No;Yes;Artist;Low;Between 30 and 41;2 people
464286;F;Yes;Yes;Artist;Average;Over 53;2 people
464287;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464289;M;Yes;No;Marketing;Low;Between 30 and 41;3 or 4 people
464292;M;Yes;Yes;Artist;Average;Over 53;2 people
464297;M;No;No;Artist;Low;Under 30;5 or more people
464298;M;No;No;Doctor;Low;Under 30;1 person
464308;F;Yes;Yes;Lawyer;High;Over 53;2 people
464318;M;Yes;Yes;Executive;Low;Over 53;1 person
464320;M;Yes;No;Lawyer;High;Over 53;2 people
464326;F;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
464332;M;Yes;No;Executive;High;Over 53;2 people
464339;M;No;No;Artist;Low;Under 30;2 people
464344;F;Yes;Yes;Artist;Low;Over 53;1 person
464351;F;No;Yes;Healthcare;Low;Under 30;1 person
464364;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
464368;M;Yes;Yes;Entertainment;Average;Between 30 and 41;2 people
464370;M;Yes;Yes;Entertainment;Average;Over 53;2 people
464373;F;No;Yes;Artist;Low;Between 41 and 53;2 people
464378;F;Yes;Yes;Artist;Average;Between 30 and 41;2 people
464381;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
464382;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464386;M;Yes;Yes;Doctor;Average;Between 30 and 41;3 or 4 people
464387;F;No;Yes;Artist;Low;Under 30;5 or more people
464389;M;Yes;Yes;Artist;High;Over 53;2 people
464392;M;Yes;;Artist;Average;Over 53;2 people
464396;M;Yes;Yes;Entertainment;Average;Between 30 and 41;3 or 4 people
464412;M;Yes;No;Lawyer;Low;Over 53;2 people
464424;M;No;Yes;Healthcare;Low;Between 30 and 41;3 or 4 people
464425;M;No;Yes;Artist;Low;Between 30 and 41;1 person
464432;M;No;No;Engineer;Low;Under 30;2 people
464433;M;No;Yes;Artist;Low;Under 30;2 people
464436;M;Yes;Yes;Lawyer;High;Over 53;2 people
464437;F;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
464441;M;Yes;Yes;Artist;Low;Between 30 and 41;2 people
464451;F;Yes;Yes;Artist;Average;Over 53;2 people
464456;M;Yes;Yes;Artist;Low;Under 30;3 or 4 people
464468;M;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
464473;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464474;F;No;Yes;Artist;Low;Between 41 and 53;1 person
464478;F;Yes;No;Lawyer;High;Over 53;2 people
464481;M;Yes;Yes;Executive;High;Over 53;3 or 4 people
464482;M;Yes;Yes;Artist;Low;Over 53;1 person
464483;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464485;M;No;Yes;Entertainment;Low;Under 30;2 people
464487;M;No;No;Engineer;Low;Between 41 and 53;3 or 4 people
464488;F;No;Yes;Artist;Low;Between 41 and 53;5 or more people
464494;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464499;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
464501;F;No;No;Healthcare;Low;Under 30;3 or 4 people
464504;M;No;Yes;Healthcare;Low;Under 30;3 or 4 people
464506;M;No;Yes;Healthcare;Low;Under 30;2 people
464517;M;No;Yes;Healthcare;Low;Between 30 and 41;2 people
464522;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
464526;M;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
464528;M;Yes;Yes;Entertainment;High;Between 41 and 53;3 or 4 people
464533;M;Yes;No;Executive;High;Between 30 and 41;5 or more people
464536;M;Yes;Yes;Artist;Average;Under 30;3 or 4 people
464540;F;Yes;Yes;Engineer;Average;Between 41 and 53;3 or 4 people
464544;F;Yes;Yes;Entertainment;Average;Between 41 and 53;3 or 4 people
464549;M;Yes;Yes;Executive;Low;Over 53;3 or 4 people
464550;M;Yes;Yes;Artist;Low;Between 41 and 53;3 or 4 people
464552;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
464553;M;Yes;Yes;Artist;Low;Over 53;2 people
464555;M;Yes;Yes;Marketing;High;Between 30 and 41;3 or 4 people
464560;M;No;Yes;Entertainment;Low;Between 30 and 41;2 people
464561;F;No;Yes;Entertainment;Low;Between 41 and 53;2 people
464566;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
464569;M;No;No;Doctor;Low;Under 30;5 or more people
464570;M;Yes;Yes;Doctor;Average;Under 30;2 people
464572;F;Yes;Yes;Marketing;Low;Between 41 and 53;1 person
464576;M;No;Yes;Doctor;Low;Under 30;5 or more people
464577;F;Yes;Yes;Healthcare;High;Under 30;2 people
464580;M;No;No;Artist;Low;Between 30 and 41;3 or 4 people
464581;F;No;No;Doctor;Low;Between 30 and 41;3 or 4 people
464586;F;No;Yes;Artist;Low;Between 41 and 53;1 person
464593;F;No;Yes;Doctor;Low;Between 41 and 53;3 or 4 people
464594;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
464597;M;No;No;Artist;Low;Between 30 and 41;2 people
464601;F;No;Yes;Healthcare;Low;Under 30;2 people
464603;F;No;Yes;Artist;Low;Between 30 and 41;2 people
464606;M;Yes;Yes;Artist;Average;Between 30 and 41;2 people
464607;F;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464608;F;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464618;M;;Yes;Artist;Low;Between 30 and 41;1 person
464620;F;Yes;Yes;Artist;High;Between 30 and 41;2 people
464621;M;Yes;Yes;Artist;Low;Between 41 and 53;1 person
464637;F;No;Yes;Marketing;Low;Between 30 and 41;3 or 4 people
464641;F;Yes;Yes;Lawyer;Low;Over 53;5 or more people
464652;F;Yes;No;Engineer;Average;Under 30;2 people
464654;F;Yes;No;Engineer;Average;Between 30 and 41;3 or 4 people
464664;M;Yes;No;Entertainment;Average;Between 41 and 53;5 or more people
464666;M;Yes;Yes;Entertainment;Average;Between 30 and 41;3 or 4 people
464670;M;Yes;No;Entertainment;Average;Between 30 and 41;3 or 4 people
464673;M;Yes;No;Executive;High;Between 41 and 53;5 or more people
464674;M;Yes;No;Artist;Average;Between 41 and 53;5 or more people
464675;F;Yes;No;Doctor;Average;Between 30 and 41;5 or more people
464677;M;Yes;No;Healthcare;Low;Under 30;5 or more people
464683;M;Yes;No;Engineer;Average;Over 53;5 or more people
464684;F;No;No;Engineer;Low;Between 30 and 41;5 or more people
464685;M;No;No;Executive;Low;Between 30 and 41;3 or 4 people
464688;M;Yes;Yes;Doctor;Low;Under 30;5 or more people
464690;M;Yes;No;Engineer;Average;Between 30 and 41;2 people
464691;M;No;Yes;Artist;Low;Between 30 and 41;3 or 4 people
464692;F;No;No;Marketing;Low;Over 53;1 person
464693;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
464695;M;No;No;Engineer;Low;Between 30 and 41;3 or 4 people
464696;F;No;Yes;Engineer;Low;Between 30 and 41;1 person
464697;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
464699;M;No;No;Doctor;Low;Between 30 and 41;5 or more people
464701;M;No;No;Doctor;Low;Between 30 and 41;2 people
464704;M;Yes;Yes;Healthcare;Average;Between 30 and 41;3 or 4 people
464707;M;Yes;No;;Average;Between 41 and 53;3 or 4 people
464711;F;Yes;Yes;Artist;Average;Between 30 and 41;3 or 4 people
464712;M;Yes;No;Artist;Low;Between 41 and 53;5 or more people
464722;M;Yes;Yes;Doctor;Low;Between 41 and 53;2 people
464726;M;Yes;Yes;Executive;High;Under 30;5 or more people
464728;M;Yes;No;Entertainment;High;Between 41 and 53;3 or 4 people
464732;M;Yes;No;Artist;Average;Between 30 and 41;2 people
464737;F;Yes;No;Engineer;Average;Over 53;5 or more people
464739;M;Yes;Yes;Artist;Low;Over 53;1 person
464746;M;Yes;No;Executive;Average;Under 30;5 or more people
464752;F;Yes;;Marketing;Low;Between 41 and 53;1 person
464755;M;Yes;Yes;Artist;High;Between 41 and 53;2 people
464756;F;No;No;Engineer;Low;Under 30;3 or 4 people
464758;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
464760;F;Yes;No;Engineer;Average;Between 41 and 53;3 or 4 people
464765;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
464766;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
464769;F;;No;Engineer;Average;Between 41 and 53;3 or 4 people
464772;F;Yes;No;Engineer;Average;Between 30 and 41;3 or 4 people
464774;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
464780;F;No;No;Engineer;Low;Between 30 and 41;5 or more people
464790;F;No;Yes;Artist;Low;Between 30 and 41;1 person
464792;M;Yes;No;Marketing;High;Under 30;5 or more people
464794;F;Yes;No;Engineer;Average;Between 41 and 53;2 people
464799;M;No;No;Marketing;Low;Between 30 and 41;3 or 4 people
464802;M;No;No;Entertainment;Low;Between 41 and 53;1 person
464804;M;Yes;No;Entertainment;Low;Under 30;1 person
464806;M;Yes;No;Executive;Low;Between 30 and 41;2 people
464809;M;Yes;;Entertainment;Average;Between 41 and 53;5 or more people
464812;F;Yes;Yes;Engineer;High;Between 41 and 53;5 or more people
464813;M;Yes;Yes;Engineer;Average;Between 41 and 53;5 or more people
464817;M;No;Yes;Artist;Low;Between 30 and 41;1 person
464818;F;Yes;No;Engineer;Average;Between 30 and 41;2 people
464825;F;No;No;Healthcare;Low;Under 30;1 person
464827;F;Yes;No;Entertainment;Average;Between 41 and 53;5 or more people
464828;M;No;No;Healthcare;Low;Under 30;5 or more people
464831;F;Yes;No;Healthcare;Low;Under 30;2 people
464832;M;Yes;No;Lawyer;Low;Over 53;2 people
464835;M;No;No;Healthcare;Low;Under 30;5 or more people
464836;F;;No;Engineer;High;Between 30 and 41;5 or more people
464845;M;Yes;No;Engineer;Average;Under 30;3 or 4 people
464849;M;Yes;Yes;Artist;Average;Between 41 and 53;3 or 4 people
464851;M;No;No;Doctor;Low;Under 30;5 or more people
464852;M;Yes;No;Executive;Low;Between 30 and 41;5 or more people
464854;F;Yes;No;Engineer;High;Between 41 and 53;5 or more people
464857;M;No;No;Healthcare;Low;Under 30;3 or 4 people
464861;M;No;No;Homemaker;Low;Under 30;2 people
464864;F;No;No;Engineer;Low;Under 30;5 or more people
464865;F;No;No;Homemaker;Low;Under 30;5 or more people
464868;M;Yes;Yes;Entertainment;Low;Between 41 and 53;5 or more people
464872;M;Yes;Yes;Artist;Low;Between 30 and 41;3 or 4 people
464873;M;Yes;Yes;Artist;Average;Between 41 and 53;2 people
464876;F;Yes;No;Engineer;Average;Between 41 and 53;5 or more people
464879;F;Yes;Yes;Doctor;Average;Under 30;2 people
464884;M;Yes;Yes;Artist;Low;Between 30 and 41;2 people
464885;F;No;No;Engineer;Low;Between 30 and 41;2 people
464886;M;Yes;Yes;Engineer;Average;Between 30 and 41;3 or 4 people
464902;F;Yes;No;Lawyer;Low;Over 53;1 person
464905;M;;No;Executive;High;Over 53;2 people
464907;M;;Yes;Engineer;Average;Over 53;2 people
464910;F;Yes;Yes;Artist;Average;Between 41 and 53;5 or more people
464911;M;Yes;Yes;Artist;Average;Over 53;3 or 4 people
464915;M;Yes;Yes;Executive;High;Between 30 and 41;3 or 4 people
464916;F;;;Doctor;High;Between 30 and 41;2 people
464919;M;Yes;Yes;Artist;Low;Between 30 and 41;1 person
464920;M;No;Yes;Artist;Low;Between 30 and 41;1 person
464921;M;Yes;No;Doctor;Average;Between 30 and 41;5 or more people
464925;M;;No;Executive;Average;Over 53;2 people
464927;F;Yes;Yes;Artist;Average;Over 53;2 people
464932;M;Yes;Yes;Executive;Low;Between 41 and 53;1 person
464938;M;Yes;No;Artist;Low;Between 41 and 53;3 or 4 people
464939;M;No;No;Entertainment;Low;Between 41 and 53;1 person
464940;F;Yes;No;Engineer;Low;Under 30;2 people
464944;F;Yes;Yes;Entertainment;Low;Between 41 and 53;2 people
464947;M;No;No;Doctor;Low;Under 30;1 person
464957;F;Yes;No;Lawyer;Low;Over 53;1 person
464960;F;No;No;Healthcare;Low;Under 30;5 or more people
