ID,Gender,Ever_Married,Age,Graduated,Profession,Spending_Score,Age_Category,Family_Size_Cat
463146,M,Yes,43,No,Entertainment,Average,Between 41 and 53,2 people
463148,M,Yes,62,Yes,Marketing,High,Over 53,5 or more people
463149,M,Yes,57,Yes,Artist,Average,Over 53,2 people
463150,M,No,51,No,Marketing,Low,Between 41 and 53,1 person
463151,M,Yes,59,Yes,Artist,Low,Over 53,1 person
463154,F,Yes,27,No,Artist,Low,Under 30,3 or 4 people
463156,F,Yes,83,No,Lawyer,High,Over 53,2 people
463157,M,Yes,50,Yes,Entertainment,Low,Between 41 and 53,3 or 4 people
463158,M,Yes,75,Yes,Executive,High,Over 53,3 or 4 people
463163,M,No,28,No,Executive,Low,Under 30,2 people
463164,M,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
463165,F,Yes,69,Yes,Doctor,Average,Over 53,2 people
463166,F,No,41,Yes,Artist,Low,Between 30 and 41,1 person
463170,F,,28,Yes,Healthcare,Low,Under 30,5 or more people
463171,F,Yes,39,No,Entertainment,High,Between 30 and 41,3 or 4 people
463173,M,No,47,Yes,Artist,Low,Between 41 and 53,1 person
463174,F,Yes,62,Yes,Engineer,Low,Over 53,1 person
463175,F,,41,No,Engineer,Low,Between 30 and 41,3 or 4 people
463181,M,Yes,49,Yes,Doctor,Average,Between 41 and 53,3 or 4 people
463187,F,Yes,52,Yes,Artist,Low,Between 41 and 53,2 people
463192,F,Yes,48,No,Entertainment,Average,Between 41 and 53,2 people
463195,F,No,26,Yes,Healthcare,Low,Under 30,2 people
463196,F,Yes,72,Yes,Engineer,Low,Over 53,1 person
463199,F,Yes,47,Yes,Artist,Low,Between 41 and 53,3 or 4 people
463201,F,No,19,No,Healthcare,Low,Under 30,2 people
463203,F,No,21,No,Healthcare,Low,Under 30,3 or 4 people
463204,M,No,39,No,Entertainment,Low,Between 30 and 41,1 person
463209,F,No,52,Yes,Artist,Low,Between 41 and 53,1 person
463218,M,Yes,37,No,Entertainment,Average,Between 30 and 41,3 or 4 people
463219,M,Yes,51,No,Entertainment,Low,Between 41 and 53,2 people
463220,M,Yes,48,No,Engineer,Average,Between 41 and 53,3 or 4 people
463221,M,No,22,No,Healthcare,Low,Under 30,3 or 4 people
463224,M,Yes,47,Yes,Executive,High,Between 41 and 53,3 or 4 people
463240,F,Yes,45,No,Engineer,Average,Between 41 and 53,3 or 4 people
463242,F,No,29,No,Engineer,Low,Under 30,2 people
463244,F,Yes,47,No,Doctor,Low,Between 41 and 53,1 person
463245,M,Yes,41,Yes,Entertainment,Average,Between 30 and 41,2 people
463248,F,Yes,32,No,Homemaker,Average,Between 30 and 41,3 or 4 people
463251,M,Yes,31,No,Marketing,Low,Between 30 and 41,3 or 4 people
463256,M,No,20,No,Marketing,Low,Under 30,3 or 4 people
463258,F,Yes,46,Yes,Artist,Average,Between 41 and 53,3 or 4 people
463260,M,Yes,70,Yes,Lawyer,Low,Over 53,1 person
463265,M,Yes,65,Yes,Artist,Average,Over 53,3 or 4 people
463266,F,Yes,68,,Artist,Average,Over 53,2 people
463267,M,Yes,29,No,Homemaker,Low,Under 30,1 person
463269,M,Yes,41,Yes,Entertainment,Average,Between 30 and 41,2 people
463270,M,Yes,50,No,Executive,Low,Between 41 and 53,5 or more people
463273,M,Yes,38,Yes,Entertainment,Average,Between 30 and 41,2 people
463276,M,Yes,37,No,Executive,Average,Between 30 and 41,2 people
463277,F,Yes,30,No,Engineer,Low,Under 30,2 people
463278,F,Yes,63,Yes,Engineer,Low,Over 53,1 person
463280,M,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
463292,M,Yes,41,No,Executive,High,Between 30 and 41,3 or 4 people
463302,F,Yes,60,Yes,Engineer,High,Over 53,3 or 4 people
463308,M,Yes,46,Yes,Engineer,Low,Between 41 and 53,2 people
463316,F,Yes,83,No,Lawyer,High,Over 53,2 people
463323,M,Yes,27,Yes,Healthcare,Low,Under 30,2 people
463324,F,No,22,No,Healthcare,Low,Under 30,3 or 4 people
463330,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463332,F,Yes,40,Yes,Engineer,Low,Between 30 and 41,2 people
463334,F,No,28,Yes,Doctor,Low,Under 30,5 or more people
463335,M,No,28,Yes,Doctor,Low,Under 30,1 person
463338,M,Yes,28,No,Entertainment,Low,Under 30,2 people
463340,F,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463341,F,Yes,53,No,Engineer,Average,Over 53,5 or more people
463348,F,Yes,35,Yes,Doctor,Low,Between 30 and 41,2 people
463351,F,No,21,,Healthcare,Low,Under 30,3 or 4 people
463356,M,No,30,Yes,Healthcare,Low,Under 30,3 or 4 people
463360,F,Yes,46,Yes,Artist,Low,Between 41 and 53,1 person
463367,F,No,36,Yes,Engineer,Low,Between 30 and 41,3 or 4 people
463368,F,Yes,38,Yes,Artist,High,Between 30 and 41,3 or 4 people
463372,F,Yes,26,No,Marketing,Average,Under 30,2 people
463375,F,Yes,45,Yes,Doctor,Low,Between 41 and 53,1 person
463376,F,Yes,46,Yes,Executive,High,Between 41 and 53,2 people
463378,M,No,25,Yes,Doctor,Low,Under 30,1 person
463379,M,No,27,No,Marketing,Low,Under 30,5 or more people
463386,F,Yes,42,Yes,Doctor,Low,Between 41 and 53,1 person
463387,M,,20,No,Marketing,Low,Under 30,2 people
463391,M,Yes,55,Yes,Doctor,Low,Over 53,1 person
463395,M,No,25,No,Marketing,Low,Under 30,1 person
463404,M,Yes,27,No,Doctor,High,Under 30,2 people
463406,M,No,31,No,Marketing,Low,Between 30 and 41,3 or 4 people
463409,F,Yes,38,No,Entertainment,Average,Between 30 and 41,5 or more people
463411,M,Yes,43,Yes,Entertainment,Average,Between 41 and 53,2 people
463420,F,Yes,59,Yes,Artist,High,Over 53,3 or 4 people
463423,M,Yes,61,No,Executive,Average,Over 53,3 or 4 people
463427,F,Yes,27,Yes,Engineer,Low,Under 30,2 people
463428,M,Yes,26,No,Executive,High,Under 30,5 or more people
463431,M,Yes,39,Yes,Artist,Average,Between 30 and 41,3 or 4 people
463437,M,Yes,51,Yes,Artist,Average,Between 41 and 53,3 or 4 people
463438,M,Yes,47,No,Entertainment,Average,Between 41 and 53,3 or 4 people
463443,M,Yes,52,Yes,Artist,Average,Between 41 and 53,3 or 4 people
463444,M,Yes,59,Yes,Lawyer,High,Over 53,2 people
463447,M,Yes,57,No,Engineer,Average,Over 53,2 people
463452,F,Yes,86,Yes,Lawyer,High,Over 53,2 people
463460,M,Yes,49,Yes,Artist,Average,Between 41 and 53,2 people
463461,M,No,30,No,Doctor,Low,Under 30,3 or 4 people
463462,F,Yes,43,No,Engineer,Average,Between 41 and 53,3 or 4 people
463470,M,No,19,No,Healthcare,Low,Under 30,5 or more people
463472,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463473,M,No,19,No,Healthcare,Low,Under 30,3 or 4 people
463475,F,Yes,43,Yes,Doctor,Low,Between 41 and 53,1 person
463477,M,No,31,No,Healthcare,Low,Between 30 and 41,3 or 4 people
463483,M,Yes,30,No,Executive,High,Under 30,2 people
463491,M,Yes,27,Yes,Doctor,Average,Under 30,3 or 4 people
463493,M,Yes,36,Yes,Executive,High,Between 30 and 41,3 or 4 people
463499,M,Yes,47,Yes,Executive,Low,Between 41 and 53,2 people
463500,M,Yes,35,Yes,Executive,High,Between 30 and 41,3 or 4 people
463503,M,Yes,25,Yes,Entertainment,Low,Under 30,2 people
463508,F,Yes,25,No,Artist,Low,Under 30,3 or 4 people
463509,M,No,38,No,Artist,Low,Between 30 and 41,1 person
463512,F,No,32,No,Engineer,Low,Between 30 and 41,3 or 4 people
463516,M,Yes,48,No,Executive,High,Between 41 and 53,5 or more people
463527,F,No,38,No,Artist,Low,Between 30 and 41,1 person
463528,M,Yes,70,No,Executive,High,Over 53,2 people
463529,M,No,42,Yes,Marketing,Low,Between 41 and 53,1 person
463533,F,Yes,85,Yes,Artist,High,Over 53,2 people
463537,F,No,25,Yes,Healthcare,Low,Under 30,3 or 4 people
463545,F,No,31,Yes,Doctor,Low,Between 30 and 41,2 people
463548,F,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463550,F,Yes,37,Yes,Artist,Average,Between 30 and 41,2 people
463553,M,No,33,Yes,Artist,Low,Between 30 and 41,2 people
463554,F,No,52,No,Artist,Low,Between 41 and 53,1 person
463557,M,No,26,Yes,Doctor,Low,Under 30,3 or 4 people
463560,F,No,21,No,Healthcare,Low,Under 30,5 or more people
463561,F,No,42,Yes,Engineer,Low,Between 41 and 53,1 person
463566,F,Yes,35,Yes,Homemaker,Average,Between 30 and 41,3 or 4 people
463572,M,Yes,39,Yes,Artist,Average,Between 30 and 41,3 or 4 people
463577,F,Yes,41,Yes,Doctor,Average,Between 30 and 41,2 people
463586,F,No,18,No,Healthcare,Low,Under 30,5 or more people
463588,M,No,22,No,Healthcare,Low,Under 30,1 person
463598,F,Yes,25,No,Engineer,Low,Under 30,2 people
463601,F,No,20,No,Healthcare,Low,Under 30,5 or more people
463603,F,No,18,No,Entertainment,Low,Under 30,3 or 4 people
463605,F,No,20,No,Healthcare,Low,Under 30,5 or more people
463606,M,No,21,No,Marketing,Low,Under 30,3 or 4 people
463614,F,No,25,No,Healthcare,Low,Under 30,3 or 4 people
463615,F,Yes,60,Yes,Artist,Average,Over 53,2 people
463616,F,Yes,46,No,Engineer,Average,Between 41 and 53,5 or more people
463619,M,Yes,68,No,Executive,High,Over 53,2 people
463620,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
463623,M,No,27,Yes,Doctor,Low,Under 30,3 or 4 people
463624,M,Yes,59,Yes,Executive,High,Over 53,3 or 4 people
463628,F,No,26,Yes,Artist,Low,Under 30,1 person
463632,M,Yes,26,Yes,Artist,Average,Under 30,2 people
463638,F,Yes,32,No,Doctor,Average,Between 30 and 41,2 people
463639,M,No,33,No,Healthcare,Low,Between 30 and 41,5 or more people
463640,M,No,28,Yes,Healthcare,Low,Under 30,3 or 4 people
463644,F,No,30,Yes,Healthcare,Low,Under 30,3 or 4 people
463652,F,No,32,Yes,Artist,Low,Between 30 and 41,1 person
463654,F,No,41,No,Engineer,Low,Between 30 and 41,3 or 4 people
463655,M,Yes,42,Yes,Artist,Low,Between 41 and 53,2 people
463661,F,Yes,45,Yes,Doctor,Average,Between 41 and 53,3 or 4 people
463663,F,No,39,Yes,,Low,Between 30 and 41,2 people
463664,F,No,29,No,Engineer,Low,Under 30,1 person
463665,M,Yes,46,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
463669,F,Yes,26,Yes,Marketing,High,Under 30,3 or 4 people
463670,F,No,26,Yes,Healthcare,Low,Under 30,3 or 4 people
463689,F,Yes,41,Yes,Doctor,Low,Between 30 and 41,2 people
463699,F,Yes,38,Yes,Marketing,Low,Between 30 and 41,3 or 4 people
463703,M,Yes,69,No,Executive,High,Over 53,3 or 4 people
463704,M,No,46,Yes,Artist,Low,Between 41 and 53,2 people
463707,F,No,40,No,Artist,Low,Between 30 and 41,1 person
463713,M,No,25,No,Engineer,Low,Under 30,3 or 4 people
463714,M,Yes,59,No,,Average,Over 53,2 people
463716,M,No,26,No,Doctor,Low,Under 30,3 or 4 people
463718,F,No,33,Yes,Artist,Low,Between 30 and 41,3 or 4 people
463722,M,Yes,56,Yes,Executive,High,Over 53,2 people
463724,M,No,30,No,Healthcare,Low,Under 30,5 or more people
463726,F,No,26,No,Healthcare,Low,Under 30,3 or 4 people
463727,F,No,28,No,Doctor,Low,Under 30,5 or more people
463728,F,Yes,28,No,Doctor,Average,Under 30,5 or more people
463732,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463734,M,Yes,41,No,Executive,Average,Between 30 and 41,3 or 4 people
463741,M,Yes,37,Yes,Artist,High,Between 30 and 41,3 or 4 people
463745,M,Yes,59,Yes,Artist,Average,Over 53,3 or 4 people
463747,F,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
463748,M,No,20,No,Healthcare,Low,Under 30,3 or 4 people
463753,F,No,30,Yes,Healthcare,Low,Under 30,5 or more people
463756,M,Yes,66,No,Executive,Average,Over 53,2 people
463761,M,Yes,28,Yes,Artist,Average,Under 30,3 or 4 people
463764,M,Yes,49,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
463766,F,Yes,61,Yes,Artist,Average,Over 53,3 or 4 people
463767,M,Yes,27,Yes,Artist,Average,Under 30,2 people
463768,F,Yes,35,No,Engineer,Low,Between 30 and 41,1 person
463774,M,Yes,33,Yes,Healthcare,Average,Between 30 and 41,2 people
463776,F,Yes,36,Yes,Artist,Average,Between 30 and 41,2 people
463782,F,No,27,Yes,Artist,Low,Under 30,1 person
463783,F,No,29,No,Healthcare,Low,Under 30,2 people
463784,F,No,31,No,Engineer,Low,Between 30 and 41,5 or more people
463785,F,No,30,No,Healthcare,Low,Under 30,3 or 4 people
463786,F,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
463790,M,Yes,47,No,Executive,Low,Between 41 and 53,3 or 4 people
463792,F,No,42,No,Engineer,Low,Between 41 and 53,1 person
463794,F,No,33,Yes,Healthcare,Low,Between 30 and 41,5 or more people
463799,F,No,36,Yes,Artist,Low,Between 30 and 41,3 or 4 people
463800,F,No,30,Yes,Engineer,Low,Under 30,3 or 4 people
463804,M,Yes,60,Yes,Artist,Low,Over 53,1 person
463807,F,No,32,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
463811,F,Yes,32,Yes,Artist,Average,Between 30 and 41,2 people
463814,F,No,28,No,Healthcare,Low,Under 30,3 or 4 people
463816,M,Yes,46,Yes,Healthcare,High,Between 41 and 53,3 or 4 people
463818,F,Yes,38,Yes,Artist,Low,Between 30 and 41,1 person
463819,M,Yes,28,,Artist,Low,Under 30,2 people
463821,M,Yes,30,Yes,Entertainment,Low,Under 30,2 people
463825,F,Yes,52,Yes,Artist,Average,Between 41 and 53,3 or 4 people
463827,F,Yes,46,Yes,Engineer,Average,Between 41 and 53,3 or 4 people
463828,M,Yes,37,No,Engineer,Average,Between 30 and 41,2 people
463830,F,No,25,Yes,Engineer,Low,Under 30,3 or 4 people
463834,F,Yes,43,Yes,Engineer,Average,Between 41 and 53,3 or 4 people
463835,M,No,32,No,Marketing,Low,Between 30 and 41,3 or 4 people
463842,F,Yes,50,Yes,Engineer,High,Between 41 and 53,3 or 4 people
463847,M,Yes,43,No,Artist,Average,Between 41 and 53,3 or 4 people
463856,M,Yes,37,Yes,Artist,Average,Between 30 and 41,2 people
463857,M,Yes,61,No,Healthcare,High,Over 53,3 or 4 people
463859,M,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
463865,M,Yes,46,Yes,Artist,Average,Between 41 and 53,5 or more people
463877,M,Yes,37,No,Entertainment,Average,Between 30 and 41,3 or 4 people
463880,F,Yes,36,No,Engineer,Low,Between 30 and 41,3 or 4 people
463884,F,No,28,No,Artist,Low,Under 30,1 person
463891,M,Yes,86,Yes,Lawyer,Low,Over 53,1 person
463892,M,No,42,Yes,Artist,Low,Between 41 and 53,1 person
463904,M,Yes,82,Yes,Executive,Low,Over 53,1 person
463917,F,No,18,No,Healthcare,Low,Under 30,5 or more people
463923,F,No,18,No,Engineer,Low,Under 30,3 or 4 people
463924,F,No,36,Yes,Artist,Low,Between 30 and 41,1 person
463926,F,No,26,No,Engineer,Low,Under 30,5 or more people
463931,M,Yes,49,Yes,Entertainment,Average,Between 41 and 53,2 people
463932,F,Yes,69,Yes,Artist,Average,Over 53,3 or 4 people
463941,F,No,29,No,Artist,Low,Under 30,5 or more people
463943,M,No,68,Yes,Entertainment,Low,Over 53,2 people
463946,M,No,33,No,Healthcare,Low,Between 30 and 41,3 or 4 people
463948,M,Yes,38,No,Executive,High,Between 30 and 41,5 or more people
463951,M,Yes,52,No,Entertainment,Average,Between 41 and 53,3 or 4 people
463955,M,Yes,28,Yes,Artist,Low,Under 30,2 people
463958,F,No,27,No,Healthcare,Low,Under 30,5 or more people
463961,F,No,28,No,Engineer,Low,Under 30,3 or 4 people
463963,F,Yes,25,No,Engineer,High,Under 30,3 or 4 people
463966,F,No,30,Yes,Artist,Low,Under 30,1 person
463978,M,Yes,40,Yes,Artist,Average,Between 30 and 41,3 or 4 people
463980,F,No,25,Yes,Artist,Low,Under 30,5 or more people
463981,F,No,30,Yes,Artist,Low,Under 30,1 person
463983,F,Yes,43,No,Engineer,Average,Between 41 and 53,2 people
463986,F,No,26,Yes,Artist,Low,Under 30,3 or 4 people
463997,F,Yes,37,No,Entertainment,Average,Between 30 and 41,3 or 4 people
464000,F,No,28,No,Healthcare,Low,Under 30,5 or more people
464004,F,Yes,31,No,Marketing,Low,Between 30 and 41,5 or more people
464007,M,Yes,46,Yes,Artist,Low,Between 41 and 53,3 or 4 people
464009,F,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464010,M,No,28,No,Healthcare,Low,Under 30,3 or 4 people
464013,M,No,30,No,Healthcare,Low,Under 30,1 person
464016,F,,29,Yes,Entertainment,High,Under 30,1 person
464019,M,No,23,No,Artist,Low,Under 30,5 or more people
464021,F,No,22,No,Healthcare,Low,Under 30,5 or more people
464023,M,No,20,No,Healthcare,Low,Under 30,5 or more people
464030,M,No,22,No,Entertainment,Low,Under 30,3 or 4 people
464031,F,No,19,No,Healthcare,Low,Under 30,3 or 4 people
464032,M,No,21,No,Healthcare,Low,Under 30,3 or 4 people
464033,F,No,19,No,Healthcare,Low,Under 30,3 or 4 people
464039,M,No,39,Yes,Artist,Low,Between 30 and 41,2 people
464042,F,Yes,38,Yes,Artist,Low,Between 30 and 41,2 people
464046,M,No,33,Yes,Healthcare,Low,Between 30 and 41,1 person
464048,F,No,38,Yes,Homemaker,Low,Between 30 and 41,1 person
464049,F,No,29,Yes,Healthcare,Low,Under 30,3 or 4 people
464053,F,Yes,35,No,Entertainment,Low,Between 30 and 41,1 person
464054,M,Yes,32,Yes,Artist,Average,Between 30 and 41,2 people
464059,M,Yes,59,Yes,Artist,Low,Over 53,1 person
464063,F,No,32,Yes,Doctor,Low,Between 30 and 41,1 person
464066,F,No,29,Yes,Healthcare,Low,Under 30,3 or 4 people
464067,F,No,31,Yes,Entertainment,Low,Between 30 and 41,3 or 4 people
464068,M,Yes,59,No,Executive,High,Over 53,3 or 4 people
464071,M,Yes,87,Yes,Lawyer,High,Over 53,2 people
464072,M,Yes,53,Yes,Executive,Low,Over 53,2 people
464076,M,Yes,83,No,Lawyer,High,Over 53,2 people
464084,M,No,33,No,Healthcare,Low,Between 30 and 41,5 or more people
464087,F,No,26,No,Engineer,Low,Under 30,3 or 4 people
464089,F,Yes,39,Yes,Artist,High,Between 30 and 41,5 or more people
464096,F,No,27,No,Healthcare,Low,Under 30,5 or more people
464099,F,Yes,42,Yes,Artist,Average,Between 41 and 53,2 people
464103,M,Yes,46,Yes,Artist,Average,Between 41 and 53,2 people
464110,M,Yes,63,Yes,Doctor,High,Over 53,2 people
464112,M,No,32,Yes,Doctor,Low,Between 30 and 41,2 people
464115,F,No,38,Yes,Engineer,Low,Between 30 and 41,3 or 4 people
464118,M,No,38,Yes,Entertainment,Low,Between 30 and 41,2 people
464121,F,Yes,63,Yes,Engineer,Low,Over 53,1 person
464123,F,No,45,Yes,Artist,Low,Between 41 and 53,1 person
464127,F,No,33,Yes,Healthcare,Low,Between 30 and 41,5 or more people
464132,M,No,27,No,Entertainment,Low,Under 30,2 people
464137,F,Yes,87,No,Artist,High,Over 53,2 people
464139,F,No,25,No,Healthcare,Low,Under 30,1 person
464144,M,Yes,61,Yes,Artist,Average,Over 53,3 or 4 people
464152,M,Yes,41,Yes,Artist,High,Between 30 and 41,3 or 4 people
464162,M,Yes,86,Yes,Lawyer,High,Over 53,2 people
464167,M,Yes,51,Yes,Executive,High,Between 41 and 53,3 or 4 people
464169,M,,83,No,Lawyer,High,Over 53,2 people
464172,M,Yes,60,Yes,Artist,High,Over 53,3 or 4 people
464173,M,Yes,65,Yes,Artist,Average,Over 53,3 or 4 people
464175,F,No,32,No,Healthcare,Low,Between 30 and 41,2 people
464176,F,Yes,41,Yes,Artist,Low,Between 30 and 41,1 person
464179,F,Yes,56,Yes,Artist,Average,Over 53,3 or 4 people
464180,F,Yes,74,No,Lawyer,High,Over 53,2 people
464182,M,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
464183,F,No,42,No,Artist,Low,Between 41 and 53,2 people
464185,M,Yes,68,Yes,Artist,High,Over 53,2 people
464195,M,No,30,Yes,Artist,Low,Under 30,1 person
464200,F,No,32,No,Healthcare,Low,Between 30 and 41,3 or 4 people
464202,M,Yes,43,Yes,Artist,Low,Between 41 and 53,1 person
464204,F,Yes,40,Yes,Artist,High,Between 30 and 41,2 people
464205,F,Yes,87,No,Entertainment,High,Over 53,2 people
464206,M,Yes,43,No,Entertainment,Low,Between 41 and 53,2 people
464211,M,Yes,48,Yes,Doctor,Average,Between 41 and 53,3 or 4 people
464212,F,Yes,58,Yes,Marketing,Average,Over 53,2 people
464216,M,Yes,52,Yes,Artist,High,Between 41 and 53,3 or 4 people
464217,F,No,30,No,Healthcare,Low,Under 30,3 or 4 people
464223,F,Yes,53,Yes,Artist,Low,Over 53,2 people
464226,F,Yes,56,Yes,Artist,Average,Over 53,3 or 4 people
464231,M,Yes,48,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464232,M,Yes,28,No,Doctor,Low,Under 30,5 or more people
464246,F,Yes,61,Yes,Artist,Average,Over 53,2 people
464254,M,Yes,62,Yes,Entertainment,Average,Over 53,3 or 4 people
464255,F,Yes,49,Yes,Artist,Average,Between 41 and 53,5 or more people
464257,M,Yes,40,,Entertainment,High,Between 30 and 41,2 people
464265,M,Yes,62,Yes,Entertainment,Low,Over 53,2 people
464269,M,No,35,Yes,Entertainment,Low,Between 30 and 41,2 people
464270,F,No,48,Yes,Artist,Low,Between 41 and 53,1 person
464271,F,Yes,36,Yes,Artist,Average,Between 30 and 41,3 or 4 people
464274,F,Yes,56,Yes,Artist,Average,Over 53,5 or more people
464276,F,Yes,66,No,Marketing,High,Over 53,2 people
464283,M,No,40,Yes,Artist,Low,Between 30 and 41,2 people
464286,F,Yes,57,Yes,Artist,Average,Over 53,2 people
464287,M,Yes,42,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464289,M,Yes,35,No,Marketing,Low,Between 30 and 41,3 or 4 people
464292,M,Yes,58,Yes,Artist,Average,Over 53,2 people
464297,M,No,29,No,Artist,Low,Under 30,5 or more people
464298,M,No,26,No,Doctor,Low,Under 30,1 person
464308,F,Yes,84,Yes,Lawyer,High,Over 53,2 people
464318,M,Yes,86,Yes,Executive,Low,Over 53,1 person
464320,M,Yes,77,No,Lawyer,High,Over 53,2 people
464326,F,No,37,Yes,Artist,Low,Between 30 and 41,3 or 4 people
464332,M,Yes,74,No,Executive,High,Over 53,2 people
464339,M,No,27,No,Artist,Low,Under 30,2 people
464344,F,Yes,56,Yes,Artist,Low,Over 53,1 person
464351,F,No,27,Yes,Healthcare,Low,Under 30,1 person
464364,M,Yes,39,Yes,Artist,Average,Between 30 and 41,2 people
464368,M,Yes,35,Yes,Entertainment,Average,Between 30 and 41,2 people
464370,M,Yes,66,Yes,Entertainment,Average,Over 53,2 people
464373,F,No,47,Yes,Artist,Low,Between 41 and 53,2 people
464378,F,Yes,36,Yes,Artist,Average,Between 30 and 41,2 people
464381,M,Yes,43,Yes,Artist,Average,Between 41 and 53,2 people
464382,F,Yes,55,Yes,Artist,Average,Over 53,3 or 4 people
464386,M,Yes,41,Yes,Doctor,Average,Between 30 and 41,3 or 4 people
464387,F,No,26,Yes,Artist,Low,Under 30,5 or more people
464389,M,Yes,72,Yes,Artist,High,Over 53,2 people
464392,M,Yes,59,,Artist,Average,Over 53,2 people
464396,M,Yes,38,Yes,Entertainment,Average,Between 30 and 41,3 or 4 people
464412,M,Yes,72,No,Lawyer,Low,Over 53,2 people
464424,M,No,31,Yes,Healthcare,Low,Between 30 and 41,3 or 4 people
464425,M,No,41,Yes,Artist,Low,Between 30 and 41,1 person
464432,M,No,25,No,Engineer,Low,Under 30,2 people
464433,M,No,29,Yes,Artist,Low,Under 30,2 people
464436,M,Yes,83,Yes,Lawyer,High,Over 53,2 people
464437,F,Yes,51,Yes,Engineer,Average,Between 41 and 53,3 or 4 people
464441,M,Yes,40,Yes,Artist,Low,Between 30 and 41,2 people
464451,F,Yes,76,Yes,Artist,Average,Over 53,2 people
464456,M,Yes,29,Yes,Artist,Low,Under 30,3 or 4 people
464468,M,Yes,46,Yes,Artist,Low,Between 41 and 53,3 or 4 people
464473,F,Yes,58,Yes,Artist,Average,Over 53,3 or 4 people
464474,F,No,46,Yes,Artist,Low,Between 41 and 53,1 person
464478,F,Yes,74,No,Lawyer,High,Over 53,2 people
464481,M,Yes,53,Yes,Executive,High,Over 53,3 or 4 people
464482,M,Yes,63,Yes,Artist,Low,Over 53,1 person
464483,F,Yes,49,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464485,M,No,25,Yes,Entertainment,Low,Under 30,2 people
464487,M,No,46,No,Engineer,Low,Between 41 and 53,3 or 4 people
464488,F,No,43,Yes,Artist,Low,Between 41 and 53,5 or more people
464494,F,Yes,58,Yes,Artist,Average,Over 53,3 or 4 people
464499,M,Yes,41,Yes,Executive,High,Between 30 and 41,3 or 4 people
464501,F,No,28,No,Healthcare,Low,Under 30,3 or 4 people
464504,M,No,26,Yes,Healthcare,Low,Under 30,3 or 4 people
464506,M,No,29,Yes,Healthcare,Low,Under 30,2 people
464517,M,No,33,Yes,Healthcare,Low,Between 30 and 41,2 people
464522,F,No,39,Yes,Engineer,Low,Between 30 and 41,1 person
464526,M,Yes,51,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
464528,M,Yes,46,Yes,Entertainment,High,Between 41 and 53,3 or 4 people
464533,M,Yes,38,No,Executive,High,Between 30 and 41,5 or more people
464536,M,Yes,26,Yes,Artist,Average,Under 30,3 or 4 people
464540,F,Yes,42,Yes,Engineer,Average,Between 41 and 53,3 or 4 people
464544,F,Yes,43,Yes,Entertainment,Average,Between 41 and 53,3 or 4 people
464549,M,Yes,53,Yes,Executive,Low,Over 53,3 or 4 people
464550,M,Yes,46,Yes,Artist,Low,Between 41 and 53,3 or 4 people
464552,F,Yes,40,Yes,Artist,Average,Between 30 and 41,3 or 4 people
464553,M,Yes,71,Yes,Artist,Low,Over 53,2 people
464555,M,Yes,32,Yes,Marketing,High,Between 30 and 41,3 or 4 people
464560,M,No,41,Yes,Entertainment,Low,Between 30 and 41,2 people
464561,F,No,46,Yes,Entertainment,Low,Between 41 and 53,2 people
464566,M,Yes,40,Yes,Executive,High,Between 30 and 41,3 or 4 people
464569,M,No,29,No,Doctor,Low,Under 30,5 or more people
464570,M,Yes,25,Yes,Doctor,Average,Under 30,2 people
464572,F,Yes,52,Yes,Marketing,Low,Between 41 and 53,1 person
464576,M,No,30,Yes,Doctor,Low,Under 30,5 or more people
464577,F,Yes,25,Yes,Healthcare,High,Under 30,2 people
464580,M,No,32,No,Artist,Low,Between 30 and 41,3 or 4 people
464581,F,No,33,No,Doctor,Low,Between 30 and 41,3 or 4 people
464586,F,No,49,Yes,Artist,Low,Between 41 and 53,1 person
464593,F,No,43,Yes,Doctor,Low,Between 41 and 53,3 or 4 people
464594,M,Yes,48,Yes,Artist,Low,Between 41 and 53,1 person
464597,M,No,41,No,Artist,Low,Between 30 and 41,2 people
464601,F,No,29,Yes,Healthcare,Low,Under 30,2 people
464603,F,No,35,Yes,Artist,Low,Between 30 and 41,2 people
464606,M,Yes,41,Yes,Artist,Average,Between 30 and 41,2 people
464607,F,Yes,47,Yes,Artist,Average,Between 41 and 53,3 or 4 people
464608,F,Yes,53,Yes,Artist,Average,Over 53,3 or 4 people
